Date_of_Visit,District,Chiefdom,Section,Name_of_community,f_q1,f_q2,f_q3,f_q4,f_q5,f_q6
2015-02-23,Port Loko,,,Manah I,1.0,They allow the community peple to be with there love ones and offer prayers,,Ninety percent of the community people have the awareness of the ebola sick,"There common concerns are: Manah I village; water tap,public toilets and medical facilities and education. Manah II; The village head man should comply to fight ebola. Mallies Village; The youth need help. Massasaylol; they want ebola to come to an end",
2015-02-24,Port Loko,,,Manah Ii,1.0,they accept to dress their love ones with white cotton before burials,,Ninety percent of the community people keep tp their bye-laws,There common questions: Manah I; why should we form tax force. Manah II; When will ebola come to an end and and our name place on a list of paper. Mallies village; we are not receiving supplies. ,
2015-02-25,Port Loko,,,Malliey,1.0,they protect the life of the community people,,There is awareness to develop their  communities interms of construction of their roads and cleanliness of the community,,
2015-02-26,Port Loko,,,Masasaylol,1.0,They ask the community members how they want them to do burials,,The have awareness of ebola and identify the signs and symptoms of ebola,,
2015-02-24,Port Loko,,,Bundulai,1.0,Because the allowed the community member to observe the burial activities,,Awareness of the ebola virus,Bundulai; their survivors should be kept in a separate place for three months,
2015-02-25,Port Loko,,,Massaneh,1.0,Prayer is being said for the dead,,The people are abiding to the rules and there are no cases as of now,When are they going to take some local members for training on how to take care of the sick and the dead with the necessary equipment,
2015-02-26,Port Loko,,,Bathsint,1.0,The team is asking the community members for white cloth ,,there is awareness of the deadly ebola virus,,
2015-02-27,Port Loko,,,Rolal,1.0,they are given dignified burials,,There is awareness and prevention of the ebola virus,,
2015-02-24,Port Loko,,,Katongha,1.0,To avoid the spread of the disease,,frequent washing of hands   ,will school reopen on the 30th of march and they have registered without  receiving supplies. ,
2015-02-25,Port Loko,,,Kathoma,1.0,they allow them to pray on their love ones ,,Frequent washing of hands and report any death to the chief or treatment center,There concern is the supply of food stuffs,
2015-02-26,Port Loko,,,Rogbomka,1.0,,,Strangers are not allowed and frequent washing of hands,when will school and Luma reopen ,
2015-02-27,Port Loko,,,Mabaylama,1.0,,,Frequent washing of hand,They have registered but have not received any food supply,
2015-02-24,Port Loko,,,Ro-Willah,1.0,Because the measures is geared towards the safety of the people though no one had died of ebola,,"No visible change,but judging from their behaviour the community people are completely aware of the preventive measures",,
2015-02-25,Port Loko,,,Kanthaya,1.0,Prevention is better than cure.it is better to stay safe than being infected,,Some houses has hand washing facilities to wash their hands and are aware of the preventive measures,,
2015-02-26,Port Loko,,,Quaray,1.0,To prevent circulation It is better not to bury the dead and be protected from the ebola virus,,"No visible change,but judging from their behaviour the community people are completely aware of the preventive measures",,
2015-02-27,Port Loko,,,Shekuya,1.0,to comply with the government laws and to prevent circulation of the disease,,No visible change but judging from their behaviour the community people are aware of the preventive measures,,
2015-02-17,Port Loko,,,Magbapsa,1.0,Because they alow them to give their last respect to their dead ones,,"They strengthen their bye-laws in the community.strangers are not allowed,report all sick cases and contineous washing of hands",They also expressed concerns over the ending of ebola,
2015-02-18,Port Loko,,,Rochain,1.0,they respond to call on time,,no eating of bush meat,Members of the community expressed concerns over the effect of ebola on the educationof their children,
2015-02-19,Port Loko,,,Mabang,1.0,They separate the dead bodies,,No one should use the river,,
2015-02-20,Port Loko,,,Matakaray,1.0,they act like team,,there are house to house check for the sick every morning,,
2015-02-26,Port Loko,,,Lungi,1.0,The people appreciate the way the burials are done,,The bye-laws are still in progress in the community ,Lunji community people asked when will ebola end and when will school re-open,
2015-02-27,Port Loko,,,Mawantan,1.0,They are satisfied,,The bye-laws are still in progress in the community ,Mawantan community people asked if the government only after 42days they will declear the community ebola free ,
2015-02-28,Port Loko,,,Funkin,1.0,They are satisfied,,,,
2015-03-01,Port Loko,,,Masorie,1.0,They are satisfied but want to bury their love ones in the community,,The bye-laws are still in progress in the community ,,
2015-02-24,Port Loko,,,Kakuta,0.0,There are no burials as of now,,To meet people in their homes for the discusion because of their farming acticities,Kakuta and Robanka are concern about the Luma(market center).when will it resume it activities,
2015-02-25,Port Loko,,,Madeh,0.0,There are no burials as of now,,"people are busy in their ferming activities,it is hard to meet them for the discussions",People ask for food stuff and when will ebola end,
2015-02-26,Port Loko,,,Rosanda,1.0,Yes it was safe and a dignify burial,,The community people are not patient because of their farm work,when will school re-reopen,
2015-02-27,Port Loko,,,Robanka,0.0,No burial since the ebola out break,,The community people are not patient because of their farm work,,
2015-02-25,Port Loko,,,Masangban,0.0,,,No shaking of hands,why do government want to open school while ebola is still in the community,
2015-02-26,Port Loko,,,Magbarie,0.0,,,do not touch the sick,when will ebola come to an end,
